Manufacturer,Model,Price,Car Transmission,Power (BHP) of the car,Engine size in CC,Type of fuel,Number of male owners,Number of female owners,Gender unclassified,Total number of owners
Datsun,Sunny,11.82,4.62,56.86,1520.95,petrol,4121,4121,166,6249
Skoda,Octavia,30.65,6.35,95.0,1136.69,petrol,4957,4957,232,6195
Hyundai,Sonata,31.74,4.83,119.67,2116.0,petrol,5008,5008,166,6143
Seat,Arosa,13.7,4.82,47.45,1384.0,petrol,2579,2579,219,6093
Opel,Manta,11.98,4.0,69.0,1762.75,petrol,4794,4794,126,5994
Suzuki,Wagon,9.86,5.0,50.0,1090.4,petrol,3263,3263,216,5920
Mercedes,Sprinter,43.07,6.25,104.2,2222.71,diesel,4964,4964,351,5808
Kia,Mentor,14.76,4.67,75.0,1594.0,petrol,3749,3749,159,5574
BMW,M3,135.11,6.5,309.0,3999.0,petrol,4788,4788,175,5553
Alfa-Romeo,164,38.4,4.75,131.0,2652.38,petrol,4620,4620,231,5500
Daewoo,Leganza,23.24,4.5,98.0,1998.0,petrol,4518,4518,158,5491
Saab,09-May,52.96,5.65,146.12,2031.47,petrol,4544,4544,375,5465
Alfa-Romeo,33,13.82,5.0,66.0,1351.0,petrol,4181,4181,176,5423
Seat,Alhambra,49.82,6.0,115.83,1746.94,petrol,3833,3833,365,5407
Nissan,Patrol,38.48,4.88,90.94,2953.59,diesel,4354,4354,150,5373
Toyota,Picnic,25.3,4.5,94.0,1998.0,petrol,3392,3392,288,5197
Honda,Legend,69.4,5.0,173.0,3358.67,petrol,3984,3984,221,4811
Jaguar,S-Type,66.59,5.74,172.32,2934.63,petrol,4059,4059,205,4771
Mercedes,SLS,264.68,7.0,420.0,6208.0,petrol,3396,3396,204,4695
Alfa-Romeo,156,32.9,5.33,116.29,2081.38,petrol,3846,3846,174,4676
Skoda,120,3.33,4.6,15.6,469.6,petrol,3254,3254,100,4668
Nissan,Maxima,34.1,4.57,121.86,2555.29,petrol,3797,3797,196,4564
Kia,Sportage,43.97,6.6,115.3,1634.2,diesel,2732,2732,139,4281
Hyundai,Stellar,11.26,4.5,55.0,1597.0,petrol,3397,3397,99,4267
Alfa-Romeo,146,18.2,5.0,87.71,1696.43,petrol,2996,2996,193,4241
Ford,Cougar,32.12,4.67,115.33,2362.0,petrol,3127,3127,271,4167
Audi,Cabriolet,43.97,4.5,98.0,2309.0,petrol,2397,2397,200,4163
Peugeot,806,29.57,5.0,84.0,1997.14,diesel,2916,2916,224,4152
Renault,18,12.85,4.64,57.36,1849.55,petrol,3169,3169,92,4095
Fiat,Ulysse,36.7,4.88,91.75,2019.75,petrol,2677,2677,160,4079
Lotus,Elise,53.79,6.0,134.33,1730.0,petrol,3496,3496,169,4006
Porsche,Boxster,83.5,6.5,213.5,3071.0,petrol,3051,3051,187,3949
Mazda,MX-6,30.93,4.67,110.33,2328.33,petrol,2829,2829,183,3938
Fiat,126,3.78,4.0,18.0,652.0,petrol,1650,1650,127,3921
Volkswagen,Lupo,13.88,4.75,47.75,1373.75,petrol,1372,1372,208,3898
Nissan,Silvia,21.02,4.67,66.0,1206.0,petrol,2958,2958,97,3891
Alfa-Romeo,155,23.91,5.0,100.67,2016.78,petrol,3099,3099,109,3695
Fiat,Croma,34.33,5.59,105.0,1962.06,diesel,2898,2898,96,3669
Toyota,Tercel,10.0,4.33,49.33,1347.67,petrol,2366,2366,128,3602
Datsun,Cherry,8.4,4.33,44.56,1350.0,petrol,2054,2054,93,3439
Volvo,S70,36.91,4.5,126.15,2344.0,petrol,2875,2875,190,3429
Alfa-Romeo,145,17.43,5.0,87.71,1696.43,petrol,2256,2256,171,3364
Alfa-Romeo,Spider,55.2,6.0,163.5,2696.5,petrol,2321,2321,174,3341
Honda,Shuttle,30.08,4.0,110.0,2254.0,petrol,2133,2133,194,3263
Chrysler,Voyager,39.71,4.84,117.58,2719.84,diesel,2290,2290,147,3216
Suzuki,Samurai,12.25,5.0,43.0,1325.0,petrol,1801,1801,107,3194
Mercedes,ML,77.42,7.0,188.33,2876.0,diesel,2160,2160,162,3097
Opel,Kadett,13.31,4.09,53.34,1518.68,petrol,1983,1983,102,3048
Ssangyong,Musso,38.79,4.43,98.57,2755.57,diesel,2273,2273,100,2956
Daihatsu,Terios,26.2,4.62,77.0,1495.0,petrol,1475,1475,119,2876
Honda,HR-V,32.72,3.6,96.0,1498.0,petrol,1622,1622,103,2863
Fiat,Regata,12.74,4.64,54.0,1559.18,petrol,2077,2077,84,2799
BMW,640i,114.88,8.0,235.0,2979.0,petrol,2379,2379,75,2787
Saab,99,11.34,4.0,74.0,1985.0,petrol,2046,2046,124,2687
Lancia,Delta,29.04,5.85,105.07,1638.89,petrol,2116,2116,69,2606
Lada,Niva,12.24,5.0,57.0,1568.0,petrol,2009,2009,75,2600
Rover,75,39.35,5.0,98.05,1928.71,petrol,2189,2189,96,2518
Suzuki,Jimny,25.94,4.78,67.0,1372.67,petrol,1117,1117,91,2351
Mitsubishi,Space,23.17,3.95,82.16,1817.32,petrol,1498,1498,103,2330
Rover,2000,17.18,5.0,74.0,1994.0,petrol,1978,1978,44,2257
Morris,Marina,5.76,4.0,43.0,1275.0,petrol,1702,1702,28,2218
Skoda,130,6.9,5.0,46.0,1289.0,petrol,1553,1553,53,2180
Mazda,Demio,14.78,4.8,51.4,1428.4,petrol,1084,1084,82,2174
Toyota,Paseo,15.76,5.0,66.0,1497.0,petrol,964,964,92,2174
Triumph,TR7,13.14,5.0,93.5,1998.0,petrol,1725,1725,77,2134
Porsche,928,110.1,5.0,235.0,4957.0,petrol,1818,1818,93,2118
Volkswagen,Bora,25.4,4.65,78.85,1891.59,petrol,1576,1576,109,2118
Daihatsu,Applause,15.7,4.5,73.0,1590.0,petrol,1299,1299,74,1963
Audi,Cabriolet,43.97,4.5,98.0,2309.0,petrol,1565,1565,63,1940
Daihatsu,Sirion,14.33,4.56,59.88,1183.25,petrol,907,907,79,1916
Datsun,Stanza,9.58,4.5,61.67,1668.33,petrol,1362,1362,49,1915
Daimler,3.6,71.6,4.0,149.0,3590.0,petrol,1641,1641,57,1904
Nissan,Laurel,18.65,4.6,74.8,2652.8,diesel,1503,1503,45,1818
Daihatsu,Move,12.92,4.0,43.0,989.0,petrol,858,858,87,1809
Mercedes,Viano,57.23,5.23,120.43,2309.34,diesel,1263,1263,111,1754
BMW,M550i,134.79,8.0,390.0,4395.0,petrol,1536,1536,52,1698
Lancia,Dedra,21.77,5.0,81.69,1808.38,petrol,1339,1339,51,1675
Land-Rover,Defender,108.75,7.85,207.61,2304.98,diesel,1296,1296,90,1636
Morris,Ital,8.12,4.0,51.5,1487.5,petrol,1276,1276,30,1618
Audi,Quattro,61.24,5.0,147.0,2144.0,petrol,1400,1400,44,1601
Porsche,Carrera,646.6,6.0,450.0,5733.0,petrol,1361,1361,52,1584
BMW,850i,111.99,5.0,220.0,4988.0,petrol,1340,1340,55,1536
Lotus,Esprit,93.42,5.0,233.0,2995.0,petrol,1423,1423,30,1534
Fiat,Strada,14.28,5.0,70.0,1997.0,diesel,1003,1003,47,1512
Lancia,Thema,50.14,5.82,155.55,2799.27,petrol,1273,1273,58,1512
Honda,CRX,28.74,4.67,100.67,1590.0,petrol,884,884,69,1478
Volvo,S80,50.94,6.27,138.28,1986.77,diesel,1236,1236,84,1448
Audi,A8,116.54,8.0,230.0,2981.0,petrol,1237,1237,60,1405
Audi,TT,64.59,6.78,178.56,2011.56,petrol,989,989,69,1273
Daimler,4,92.8,4.0,166.0,3980.0,petrol,1069,1069,51,1235
Volkswagen,Santana,14.93,4.33,59.6,1655.07,petrol,941,941,44,1198
Suzuki,X-90,16.64,4.5,71.0,1590.0,petrol,394,394,41,1147
Citroen,Berlingo,27.44,6.34,85.28,1452.0,diesel,696,696,40,1118
Daimler,Double,106.82,4.0,234.0,5993.0,petrol,925,925,65,1089
Skoda,105,4.63,4.0,34.0,1046.0,petrol,718,718,26,1071
Seat,Malaga,10.55,5.0,49.43,1418.43,petrol,733,733,24,1054
Fiat,Barchetta,28.3,5.0,96.0,1747.0,petrol,713,713,52,1029
Kia,Shuma,15.16,4.67,75.0,1594.0,petrol,730,730,28,1007
Renault,4,6.59,4.0,22.33,932.67,petrol,538,538,72,1006
Opel,Ascona,15.12,4.59,61.76,1603.12,petrol,795,795,24,1004
Ford,Fiesta,18.53,5.71,68.57,1166.14,petrol,710871,710871,44195,1536099
Ford,Escort,16.21,4.46,63.56,1650.21,petrol,949263,949263,37823,1477745
Ford,Sierra,18.3,4.88,70.25,1836.5,petrol,536947,536947,12660,673419
Rover,2000,17.18,5.0,74.0,1994.0,petrol,445497,445497,18587,642748
Volkswagen,Golf,31.24,6.16,89.46,1537.41,petrol,285563,285563,24006,496483
Nissan,Micra,20.38,4.87,67.96,1279.7,petrol,189417,189417,17877,486042
Volkswagen,Polo,18.19,5.07,60.96,1408.06,petrol,171011,171011,17770,395945
Ford,Mondeo,39.97,1.75,130.25,1998.5,petrol,313299,313299,10400,391979
Peugeot,205,13.12,4.75,50.88,1430.75,petrol,149939,149939,12796,317329
Ford,Orion,15.4,5.0,60.11,1593.11,petrol,228614,228614,5954,316116
Renault,Clio,22.1,5.62,75.58,1219.65,petrol,114394,114394,11469,305265
BMW,320i,47.85,6.44,126.11,1995.78,petrol,213172,213172,12269,304328
Peugeot,405,20.43,4.79,69.88,1773.0,petrol,196371,196371,7091,249569
Peugeot,106,12.36,4.65,53.88,1366.29,petrol,91014,91014,9199,246252
Peugeot,306,18.64,4.84,67.0,1698.64,petrol,139364,139364,9606,232444
Honda,Civic,29.94,4.5,106.22,1480.58,petrol,114996,114996,9493,209946
Ford,Granada,18.85,4.08,87.08,2326.36,petrol,178198,178198,3667,209038
Toyota,Corolla,27.24,3.03,91.61,1677.95,petrol,109831,109831,7084,182237
Citroen,AX,10.83,5.0,45.0,1242.0,petrol,71404,71404,6232,176032
Peugeot,309,14.35,4.88,59.5,1642.88,petrol,103721,103721,4863,161660
Fiat,Uno,11.28,4.29,49.29,1337.71,petrol,72206,72206,5378,156050
Toyota,Carina,17.45,4.69,68.27,1791.23,petrol,113408,113408,5582,147886
Nissan,Bluebird,14.44,4.9,64.2,1891.7,petrol,101692,101692,3305,130420
Nissan,Primera,26.51,4.02,93.59,1933.02,petrol,100859,100859,4126,129195
Citroen,ZX,16.06,4.92,67.0,1703.15,petrol,81229,81229,5328,126297
Renault,19,16.29,4.8,57.87,1645.13,petrol,81833,81833,3715,121381
Renault,Megane,26.45,5.41,87.31,1623.79,petrol,72363,72363,5170,119715
BMW,535i,93.71,8.0,225.0,2979.0,petrol,94995,94995,4440,116983
Mazda,323,17.34,4.75,70.92,1683.61,petrol,62146,62146,4305,110685
Volvo,440,20.28,4.11,72.85,1832.89,petrol,71332,71332,4707,104980
Honda,Accord,39.4,5.78,117.71,2151.65,petrol,78250,78250,4726,104082
Volkswagen,Passat,46.06,6.49,125.44,1835.85,petrol,77942,77942,4720,102469
Renault,Laguna,34.02,5.55,99.0,1920.03,diesel,71948,71948,2742,91296
Land-Rover,Discovery,107.45,8.0,182.57,2425.43,diesel,65983,65983,3429,85971
Audi,80,27.1,4.67,91.75,2247.33,petrol,65631,65631,2988,84805
Citroen,Xantia,24.84,4.76,84.93,1982.76,petrol,67250,67250,3072,84011
Renault,21,20.35,4.79,67.68,1996.68,petrol,57420,57420,2410,76280
Mazda,626,20.72,4.72,81.38,1950.91,petrol,56745,56745,2248,72737
Fiat,Panda,10.42,5.0,52.44,1095.78,petrol,28837,28837,2485,69465
Citroen,Saxo,12.33,4.82,53.82,1367.27,petrol,31647,31647,1934,67592
Saab,900,37.01,4.59,114.68,2208.09,petrol,45608,45608,3875,62808
Fiat,Tipo,23.58,5.81,80.81,1446.12,diesel,36651,36651,2081,60378
Mercedes,190,36.64,4.47,88.73,2284.13,petrol,42572,42572,2603,57172
Seat,Ibiza,19.94,5.65,76.32,1205.19,petrol,30348,30348,1803,57082
Jaguar,XJ,137.57,8.0,223.55,2813.0,petrol,46414,46414,1909,54116
Mercedes,CLA,46.53,7.04,131.6,1596.92,petrol,40261,40261,2894,53475
Ford,Ka+,15.46,5.0,60.8,1196.0,petrol,19140,19140,2630,53192
Saab,9000,41.62,4.6,125.36,2336.52,petrol,38540,38540,2541,47999
Peugeot,406,28.61,4.76,92.82,2043.82,petrol,38848,38848,1758,47615
Skoda,Felicia,11.37,5.0,48.0,1518.0,petrol,31791,31791,1531,47252
Nissan,Almera,22.78,4.92,81.67,1847.67,petrol,29121,29121,1504,45992
Skoda,Favorit,7.86,5.0,44.0,1289.0,petrol,30176,30176,1152,45317
Fiat,Cinquecento,7.71,5.0,29.0,899.0,petrol,16296,16296,1828,45261
Suzuki,Vitara,26.8,5.43,85.71,1310.0,petrol,22457,22457,1635,43581
Volvo,940,30.24,4.5,110.0,2316.0,petrol,30529,30529,2121,39657
Mercedes,E,78.07,7.67,192.4,2598.82,petrol,31386,31386,2135,39425
Rover,Mini,7.92,4.0,33.33,868.33,petrol,14989,14989,1423,39258
Hyundai,Accent,14.29,4.6,75.4,1479.0,petrol,22426,22426,1099,37750
Volkswagen,Jetta,31.31,6.26,96.93,1587.22,petrol,26114,26114,1197,36656
Renault,11,11.63,4.43,47.14,1477.0,petrol,22471,22471,1044,36096
Audi,100,37.33,4.76,101.12,2349.08,petrol,27781,27781,1212,34408
Toyota,Celica,31.53,5.17,109.67,1861.83,petrol,22886,22886,1190,32346
Renault,Espace,59.0,7.0,166.0,1798.0,petrol,23118,23118,1651,32239
Fiat,Brava,17.22,4.89,70.0,1615.33,petrol,20597,20597,1076,32223
Volvo,850,36.38,4.5,125.71,2294.76,petrol,24932,24932,1959,31864
Toyota,Starlet,11.39,4.14,53.0,1308.29,petrol,12788,12788,1239,31417
Audi,A4,57.93,6.16,149.71,2283.11,petrol,23564,23564,1721,30637
Mercedes,300,62.4,4.38,135.5,2972.31,petrol,23678,23678,1400,30597
Renault,25,22.35,4.22,80.93,1977.26,petrol,24277,24277,751,29881
Ford,Capri,11.71,4.0,69.0,1864.8,petrol,23969,23969,449,28884
Land-Rover,Range,107.67,8.28,196.34,2521.09,diesel,22994,22994,1117,28795
Daewoo,Nexia,12.48,4.67,58.67,1498.0,petrol,18081,18081,1031,28637
Honda,Prelude,27.79,4.67,110.67,2050.33,petrol,18656,18656,1165,28563
Land-Rover,Range,107.67,8.28,196.34,2521.09,diesel,23639,23639,628,28312
Toyota,MR2,34.19,6.0,103.0,1794.0,petrol,18195,18195,1025,28024
Volkswagen,Scirocco,33.71,6.15,120.15,1750.62,petrol,19263,19263,844,26837
Hyundai,Lantra,16.45,4.67,78.0,1741.0,petrol,19341,19341,628,26137
Volvo,460,20.5,4.14,72.43,1824.43,petrol,18879,18879,1090,26121
Mazda,MX-5,37.47,5.86,103.43,1718.57,petrol,12752,12752,1697,25823
Suzuki,Swift,19.09,3.73,68.91,1180.55,petrol,12208,12208,832,25607
Lada,Samara,10.92,5.0,49.8,1372.4,petrol,18446,18446,511,25268
Mitsubishi,Colt,17.04,5.3,73.49,1374.05,petrol,11735,11735,925,24673
Toyota,RAV4,43.55,1.35,137.77,2261.19,petrol,12143,12143,1322,24459
BMW,740i,115.53,8.0,250.0,2998.0,petrol,20238,20238,881,23652
Honda,Concerto,16.67,4.5,74.0,1541.5,petrol,15267,15267,992,22980
Toyota,Camry,30.01,3.2,115.47,2245.6,petrol,17090,17090,793,21353
Mitsubishi,Galant,25.08,4.53,93.6,2127.33,petrol,16509,16509,633,20805
Ford,Galaxy,53.79,6.0,124.86,1855.0,diesel,13885,13885,1276,20676
Hyundai,Pony,10.32,4.14,54.36,1463.86,petrol,12012,12012,555,20586
Triumph,Acclaim,6.05,4.33,52.0,1335.0,petrol,12596,12596,411,19319
Ford,Scorpio,30.86,4.45,105.55,2458.91,petrol,15917,15917,513,18461
Volkswagen,Beetle,33.25,6.17,112.75,1475.0,petrol,10223,10223,538,17583
Kia,Pride,9.36,4.33,47.0,1324.0,petrol,7946,7946,578,17464
Mitsubishi,Space,23.17,3.95,82.16,1817.32,petrol,10639,10639,964,16819
Fiat,Tempra,17.92,4.19,64.48,1759.19,petrol,12630,12630,435,16759
Fiat,Bravo,22.46,6.0,92.31,1466.31,petrol,9933,9933,558,16127
Citroen,XM,36.36,4.55,110.5,2345.1,petrol,13461,13461,585,16077
Nissan,Prairie,21.41,4.5,72.0,1974.0,petrol,11029,11029,526,16063
Toyota,Previa,43.08,4.67,105.0,2239.67,petrol,10835,10835,894,15778
Peugeot,305,12.61,4.5,56.25,1607.25,petrol,11371,11371,462,15291
Subaru,Legacy,37.52,3.9,107.38,2084.38,petrol,9897,9897,1143,14539
Peugeot,505,20.66,4.96,67.0,2234.26,petrol,10642,10642,728,14480
Daewoo,Espero,16.8,4.5,71.0,1764.0,petrol,11332,11332,363,14111
Renault,9,11.5,4.75,50.25,1507.5,petrol,8889,8889,373,13869
Volvo,S40,35.28,5.18,113.35,2106.5,petrol,9733,9733,678,12956
Audi,Coupe,35.87,5.59,117.02,1980.63,petrol,10455,10455,418,12905
Seat,Toledo,20.37,5.64,74.21,1324.36,petrol,9894,9894,324,12676
Ford,Probe,24.84,5.0,102.0,2244.0,petrol,9313,9313,384,12630
Ford,Maverick,29.15,5.0,89.0,2526.5,petrol,8845,8845,378,12273
Mitsubishi,Carisma,22.69,4.8,82.2,1773.7,petrol,9299,9299,430,12242
Subaru,Impreza,30.6,1.8,97.6,1757.6,petrol,8339,8339,841,12015
Nissan,Serena,22.95,5.0,67.33,1908.17,petrol,7783,7783,494,11710
Volvo,V40,35.81,6.29,117.43,1921.47,petrol,7968,7968,692,11687
Subaru,Justy,11.74,5.0,51.0,998.0,petrol,4961,4961,779,11604
Land-Rover,Freelander,43.86,5.29,105.17,2083.52,diesel,7312,7312,612,11508
Citroen,Xsara,22.36,4.88,72.58,1743.44,petrol,7498,7498,413,11494
Daewoo,Lanos,13.25,4.83,66.67,1506.5,petrol,6953,6953,426,11476
Suzuki,SJ,8.47,4.6,41.4,1182.4,petrol,6702,6702,361,11393
Nissan,Terrano,37.02,4.74,97.58,2697.37,diesel,7993,7993,357,10848
Datsun,Sunny,11.82,4.62,56.86,1520.95,petrol,6972,6972,226,10466
Toyota,Avensis,37.32,4.32,103.68,1873.26,petrol,8412,8412,377,10411
Audi,A3,36.22,6.47,94.33,1424.67,petrol,5863,5863,625,9880
Mitsubishi,Lancer,23.02,4.73,90.88,1709.54,petrol,6450,6450,329,9796
Porsche,911,158.79,7.47,293.53,3005.4,petrol,8435,8435,357,9697
Audi,90,28.38,4.6,91.6,2181.2,petrol,7733,7733,290,9651
Volkswagen,Vento,18.17,4.69,70.31,1932.15,petrol,7165,7165,477,9579
Audi,A6,82.06,7.73,199.73,2790.45,diesel,7881,7881,511,9569
Honda,Integra,17.53,4.6,78.4,1549.8,petrol,6395,6395,352,9515
Mazda,121,13.19,5.0,51.33,1431.33,petrol,3598,3598,401,9413
Toyota,Supra,81.3,8.0,250.0,2998.0,petrol,7459,7459,227,8992
Ford,Puma,30.38,6.31,94.06,935.62,petrol,4708,4708,455,8981
Mazda,MX-3,22.13,5.0,83.0,1721.5,petrol,4378,4378,462,8835
Opel,Manta,11.98,4.0,69.0,1762.75,petrol,6969,6969,163,8723
Suzuki,Baleno,17.59,4.08,73.08,1363.5,petrol,5623,5623,240,8643
Porsche,944,59.49,5.0,137.5,2734.5,petrol,6857,6857,318,8593
Volkswagen,Sharan,45.7,6.0,114.0,1854.2,diesel,5576,5576,607,8337
Seat,Cordoba,17.31,4.97,66.35,1655.74,petrol,5723,5723,223,8225
Seat,Marbella,6.49,5.0,30.0,903.0,petrol,3029,3029,251,8081
Peugeot,206,20.03,4.83,71.33,1631.5,petrol,3937,3937,136,7977
Skoda,120,3.33,4.6,15.6,469.6,petrol,5360,5360,159,7886
Volkswagen,Corrado,35.34,5.0,118.0,1781.0,petrol,6062,6062,375,7803
BMW,Z3,39.74,4.6,115.0,2234.4,petrol,4447,4447,441,7568
Renault,Safrane,31.79,4.57,104.14,2211.07,petrol,6209,6209,271,7361
Volvo,V70,50.96,6.18,135.29,1971.16,diesel,5614,5614,440,7216
Volvo,960,40.76,4.33,133.33,2634.22,petrol,5574,5574,357,6887
Renault,18,12.85,4.64,57.36,1849.55,petrol,5271,5271,145,6828
Alfa-Romeo,33,13.82,5.0,66.0,1351.0,petrol,4995,4995,212,6556
Peugeot,605,35.26,4.73,104.64,2367.18,petrol,5311,5311,246,6397
Chrysler,Neon,19.72,4.0,98.0,1995.0,petrol,4359,4359,222,6035
Datsun,Cherry,8.4,4.33,44.56,1350.0,petrol,3471,3471,143,5927
Hyundai,Stellar,11.26,4.5,55.0,1597.0,petrol,4508,4508,114,5630
Alfa-Romeo,164,38.4,4.75,131.0,2652.38,petrol,4749,4749,226,5602
Fiat,Marea,20.12,4.88,79.88,1836.88,petrol,4260,4260,148,5594
Mazda,Xedos,28.96,4.4,100.8,1936.6,petrol,4399,4399,247,5566
Hyundai,Sonata,31.74,4.83,119.67,2116.0,petrol,4300,4300,134,5227
Kia,Mentor,14.76,4.67,75.0,1594.0,petrol,3621,3621,156,5203
Suzuki,Alto,9.56,4.6,50.0,996.0,petrol,1924,1924,176,5186
Nissan,Patrol,38.48,4.88,90.94,2953.59,diesel,4172,4172,139,5180
Toyota,Tercel,10.0,4.33,49.33,1347.67,petrol,3192,3192,167,4965
Fiat,126,3.78,4.0,18.0,652.0,petrol,1978,1978,148,4922
Nissan,Silvia,21.02,4.67,66.0,1206.0,petrol,3732,3732,110,4921
Fiat,Croma,34.33,5.59,105.0,1962.06,diesel,3917,3917,102,4901
Fiat,Regata,12.74,4.64,54.0,1559.18,petrol,3579,3579,135,4876
Jaguar,XK,145.65,6.0,283.0,5000.0,petrol,4037,4037,219,4834
BMW,M3,135.11,6.5,309.0,3999.0,petrol,4074,4074,134,4706
Honda,Legend,69.4,5.0,173.0,3358.67,petrol,3845,3845,203,4599
Opel,Kadett,13.31,4.09,53.34,1518.68,petrol,2911,2911,115,4508
Mercedes,SLK,61.86,6.83,184.17,2748.33,petrol,2574,2574,267,4250
Seat,Arosa,13.7,4.82,47.45,1384.0,petrol,1849,1849,149,4056
Mercedes,SLS,264.68,7.0,420.0,6208.0,petrol,2800,2800,146,3844
Nissan,Maxima,34.1,4.57,121.86,2555.29,petrol,3170,3170,177,3832
Mercedes,Sprinter,43.07,6.25,104.2,2222.71,diesel,3231,3231,237,3805
Mazda,MX-6,30.93,4.67,110.33,2328.33,petrol,2682,2682,170,3753
Fiat,Seicento,8.17,5.0,40.0,1108.0,petrol,1507,1507,101,3706
Seat,Alhambra,49.82,6.0,115.83,1746.94,petrol,2596,2596,252,3654
Skoda,130,6.9,5.0,46.0,1289.0,petrol,2543,2543,71,3629
Toyota,Picnic,25.3,4.5,94.0,1998.0,petrol,2416,2416,199,3623
Saab,99,11.34,4.0,74.0,1985.0,petrol,2698,2698,144,3546
Saab,9-3X,49.29,6.0,145.0,1963.67,petrol,2437,2437,236,3460
Audi,Cabriolet,43.97,4.5,98.0,2309.0,petrol,1994,1994,151,3409
Alfa-Romeo,155,23.91,5.0,100.67,2016.78,petrol,2827,2827,112,3372
Datsun,Stanza,9.58,4.5,61.67,1668.33,petrol,2395,2395,84,3348
Suzuki,Samurai,12.25,5.0,43.0,1325.0,petrol,1781,1781,116,3295
Peugeot,806,29.57,5.0,84.0,1997.14,diesel,2256,2256,193,3239
Lancia,Delta,29.04,5.85,105.07,1638.89,petrol,2567,2567,77,3234
Daewoo,Leganza,23.24,4.5,98.0,1998.0,petrol,2648,2648,90,3185
Suzuki,Wagon,9.86,5.0,50.0,1090.4,petrol,1809,1809,98,3163
Morris,Marina,5.76,4.0,43.0,1275.0,petrol,2378,2378,41,3157
Lada,Niva,12.24,5.0,57.0,1568.0,petrol,2374,2374,86,3096
BMW,640i,114.88,8.0,235.0,2979.0,petrol,2630,2630,100,3094
Alfa-Romeo,146,18.2,5.0,87.71,1696.43,petrol,2153,2153,141,3071
Kia,Sportage,43.97,6.6,115.3,1634.2,diesel,2005,2005,92,3041
Fiat,Ulysse,36.7,4.88,91.75,2019.75,petrol,1879,1879,130,2978
Mercedes,CLK,72.8,6.21,166.32,3041.0,petrol,2159,2159,122,2877
Rover,2000,17.18,5.0,74.0,1994.0,petrol,2475,2475,53,2807
Alfa-Romeo,Spider,55.2,6.0,163.5,2696.5,petrol,1908,1908,163,2726
Alfa-Romeo,145,17.43,5.0,87.71,1696.43,petrol,1810,1810,148,2707
Ssangyong,Musso,38.79,4.43,98.57,2755.57,diesel,2057,2057,101,2688
Morris,Ital,8.12,4.0,51.5,1487.5,petrol,2102,2102,45,2686
Honda,Shuttle,30.08,4.0,110.0,2254.0,petrol,1740,1740,148,2655
Audi,Cabriolet,43.97,4.5,98.0,2309.0,petrol,2145,2145,67,2646
Fiat,Strada,14.28,5.0,70.0,1997.0,diesel,1603,1603,59,2487
Lotus,Elise,53.79,6.0,134.33,1730.0,petrol,2084,2084,107,2382
Saab,09-May,52.96,5.65,146.12,2031.47,petrol,2041,2041,151,2365
Triumph,TR7,13.14,5.0,93.5,1998.0,petrol,1815,1815,80,2266
Porsche,Boxster,83.5,6.5,213.5,3071.0,petrol,1761,1761,102,2221
Nissan,Laurel,18.65,4.6,74.8,2652.8,diesel,1837,1837,48,2212
Mitsubishi,Space,23.17,3.95,82.16,1817.32,petrol,1444,1444,100,2206
Porsche,928,110.1,5.0,235.0,4957.0,petrol,1846,1846,88,2164
Toyota,Paseo,15.76,5.0,66.0,1497.0,petrol,971,971,91,2131
Alfa-Romeo,156,32.9,5.33,116.29,2081.38,petrol,1770,1770,64,2120
Mercedes,A,31.1,4.55,93.01,1699.12,petrol,1129,1129,83,2056
Volvo,S70,36.91,4.5,126.15,2344.0,petrol,1697,1697,113,2031
Daihatsu,Applause,15.7,4.5,73.0,1590.0,petrol,1357,1357,65,2015
Daimler,3.6,71.6,4.0,149.0,3590.0,petrol,1698,1698,64,1990
Ford,Focus,30.62,5.97,94.03,1497.17,petrol,1291,1291,76,1951
Lancia,Dedra,21.77,5.0,81.69,1808.38,petrol,1450,1450,67,1827
Skoda,Octavia,30.65,6.35,95.0,1136.69,petrol,1444,1444,62,1781
Lancia,Thema,50.14,5.82,155.55,2799.27,petrol,1489,1489,57,1773
Volkswagen,Santana,14.93,4.33,59.6,1655.07,petrol,1398,1398,47,1761
Skoda,105,4.63,4.0,34.0,1046.0,petrol,1140,1140,34,1745
Audi,Quattro,61.24,5.0,147.0,2144.0,petrol,1511,1511,44,1723
BMW,M550i,134.79,8.0,390.0,4395.0,petrol,1444,1444,48,1623
Daihatsu,Move,12.92,4.0,43.0,989.0,petrol,763,763,62,1563
Opel,Ascona,15.12,4.59,61.76,1603.12,petrol,1197,1197,34,1530
Land-Rover,Defender,108.75,7.85,207.61,2304.98,diesel,1219,1219,82,1509
Porsche,Carrera,646.6,6.0,450.0,5733.0,petrol,1277,1277,53,1485
Lotus,Esprit,93.42,5.0,233.0,2995.0,petrol,1348,1348,36,1466
Seat,Malaga,10.55,5.0,49.43,1418.43,petrol,964,964,29,1429
Daihatsu,Terios,26.2,4.62,77.0,1495.0,petrol,747,747,54,1407
Renault,4,6.59,4.0,22.33,932.67,petrol,655,655,89,1280
BMW,850i,111.99,5.0,220.0,4988.0,petrol,1090,1090,37,1248
Daimler,4,92.8,4.0,166.0,3980.0,petrol,1048,1048,51,1204
Chrysler,Voyager,39.71,4.84,117.58,2719.84,diesel,852,852,45,1180
Daimler,Double,106.82,4.0,234.0,5993.0,petrol,968,968,64,1144
Honda,CRX,28.74,4.67,100.67,1590.0,petrol,688,688,52,1128
Suzuki,X-90,16.64,4.5,71.0,1590.0,petrol,417,417,40,1099
